CLAS:ActionBase static void cleanup(): cleanup (V)  | action (NM) base (N) 
NAME:AbstractTableView String getApplyCriteria(): get (V)  | apply (NM) criteria (N) 
NAME:AbstractTableView void applyFilter(String sPropertyName, String sPropertyValue): apply (V)  | filter (N) 
NAME:AbstractTableView void initTable(): init (V)  | table (N) 
NAME:AbstractTableView void initUI(): init (V)  | UI (N) 
NAME:AbstractTableView void setRenderers(): set (V)  | renderers (N) 
NAME:AbstractTreeView JTree createTree(): create (V)  | tree (N) 
NAME:ActionBase void setAcceleratorKey(KeyStroke stroke): set (V)  | accelerator (NM) key (N) 
NAME:ActionBase void setAcceleratorKey(String stroke): set (V)  | accelerator (NM) key (N) 
NAME:ActionBase void setActionCommand(String actionCommand): set (V)  | action (NM) command (N) 
NAME:ActionBase void setIcon(Icon icon): set (V)  | icon (N) 
NAME:ActionBase void setLongDescription(String description): set (V)  | long (NM) description (N) 
NAME:ActionBase void setMnemonic(int mnemonic): set (V)  | mnemonic (N) 
NAME:ActionBase void setName(String name): set (V)  | name (N) 
NAME:ActionBase void setShortDescription(String description): set (V)  | short (NM) description (N) 
NAME:ActionManager static ActionBase getAction(JajukAction action): get (V)  | action (N) 
NAME:ActionManager static ActionManager getInstance(): get (V)  | instance (N) 
NAME:ActionManager static void installAction(JajukAction name, ActionBase action, boolean removeFromLAF): install (V)  | action (N) 
NAME:ActionManager static void uninstallStrokes(): uninstall (V)  | strokes (N) 
NAME:ActionSelectionPanel String getDescription(): get (V)  | description (N) 
NAME:ActionSelectionPanel String getName(): get (V)  | name (N) 
NAME:ActionSelectionPanel void initUI(): init (V)  | UI (N) 
NAME:ActionThread void setActive(boolean active): set (V)  | active (N) 
NAME:ActionUtil static int getMnemonic(String text): get (V)  | mnemonic (N) 
NAME:ActionUtil static void installKeystrokes(JComponent component, Action actions): install (V)  | keystrokes (N) 
NAME:Album File getCoverFile(): get (V)  | cover (NM) file (N) 
NAME:Album String getDesc(): get (V)  | desc (N) 
NAME:Album String getHumanValue(String sKey): get (V)  | human (NM) value (N) 
NAME:Album String getIdentifier(): get (V)  | identifier (N) 
NAME:Album String getName2(): get (V)  | name (N) 2 (D) 
NAME:Album int hashCode(): hash (V)  | code (N) 
NAME:AlbumManager Album changeAlbumName(Album old, String sNewName): change (V)  | album (NM) name (N) 
NAME:AlbumManager Album registerAlbum(String sId, String sName): register (V)  | album (N) 
NAME:AlbumManager Album registerAlbum(String sName): register (V)  | album (N) 
NAME:AlbumManager Set<Album> getAlbums(): get (V)  | albums (N) 
NAME:AlbumManager String getIdentifier(): get (V)  | identifier (N) 
NAME:AlbumManager static AlbumManager getInstance(): get (V)  | instance (N) 
NAME:AlbumManager static String getID(String sName): get (V)  | ID (N) 
NAME:AlbumNode Album getAlbum(): get (V)  | album (N) 
NAME:Ambience HashSet<Style> getStyles(): get (V)  | styles (N) 
NAME:Ambience String getID(): get (V)  | ID (N) 
NAME:Ambience String getName(): get (V)  | name (N) 
NAME:Ambience String getStylesDesc(): get (V)  | styles (NM) desc (N) 
NAME:Ambience void addStyle(Style style): add (V)  | style (N) 
NAME:Ambience void removeStyle(Style style): remove (V)  | style (N) 
NAME:Ambience void setName(String name): set (V)  | name (N) 
NAME:Ambience void setStyles(HashSet<Style> styles): set (V)  | styles (N) 
NAME:AmbienceDigitalDJ Ambience getAmbience(): get (V)  | ambience (N) 
NAME:AmbienceDigitalDJ List<File> generatePlaylist(): generate (V)  | playlist (N) 
NAME:AmbienceDigitalDJ List<File> getSequence(): get (V)  | sequence (N) 
NAME:AmbienceDigitalDJ void setAmbience(Ambience ambience): set (V)  | ambience (N) 
NAME:AmbienceManager Ambience getAmbience(String sID): get (V)  | ambience (N) 
NAME:AmbienceManager Ambience getSelectedAmbience(): get (V)  | selected (NM) ambience (N) 
NAME:AmbienceManager Collection<Ambience> getAmbiences(): get (V)  | ambiences (N) 
NAME:AmbienceManager Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:AmbienceManager static AmbienceManager getInstance(): get (V)  | instance (N) 
NAME:AmbienceManager void createDefaultAmbiences(): create (V)  | default (NM) ambiences (N) 
NAME:AmbienceManager void registerAmbience(Ambience ambience): register (V)  | ambience (N) 
NAME:AmbienceManager void removeAmbience(String sAmbienceID): remove (V)  | ambience (N) 
NAME:AmbiencePanel JScrollPane getPanel(): get (V)  | panel (N) 
NAME:AmbiencePanel String getDescription(): get (V)  | description (N) 
NAME:AmbiencePanel String getDescription(): get (V)  | description (N) 
NAME:AmbiencePanel String getName(): get (V)  | name (N) 
NAME:AmbiencePanel String getName(): get (V)  | name (N) 
NAME:AmbiencePanel void addStyle(int row): add (V)  | style (N) 
NAME:AmbiencePanel void initUI(): init (V)  | UI (N) 
NAME:AmbiencePanel void initUI(): init (V)  | UI (N) 
NAME:AmbiencePanel void refreshScreen(): refresh (V)  | screen (N) 
NAME:AmbienceWizard Class getNextScreen(Class screen): get (V)  | next (DT) screen (N) 
NAME:AmbienceWizard Class getPreviousScreen(Class screen): get (V)  | previous (NM) screen (N) 
NAME:AmbienceWizard static int getWidgetIndex(JComponent widgets, JComponent widget): get (V)  | widget (NM) index (N) 
NAME:AnimationView Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:AnimationView String getDesc(): get (V)  | desc (N) 
NAME:AnimationView void initUI(): init (V)  | UI (N) 
NAME:AnimationView void setText(String sText): set (V)  | text (N) 
NAME:AnyFileFilter static AnyFileFilter getInstance(): get (V)  | instance (N) 
NAME:AudioFilter static AudioFilter getInstance(): get (V)  | instance (N) 
NAME:Author String getDesc(): get (V)  | desc (N) 
NAME:Author String getHumanValue(String sKey): get (V)  | human (NM) value (N) 
NAME:Author String getIdentifier(): get (V)  | identifier (N) 
NAME:Author String getName2(): get (V)  | name (N) 2 (D) 
NAME:Author int hashCode(): hash (V)  | code (N) 
NAME:AuthorManager Author changeAuthorName(Author old, String sNewName): change (V)  | author (NM) name (N) 
NAME:AuthorManager Author registerAuthor(String sId, String sName): register (V)  | author (N) 
NAME:AuthorManager Author registerAuthor(String sName): register (V)  | author (N) 
NAME:AuthorManager Set<Author> getAuthors(): get (V)  | authors (N) 
NAME:AuthorManager String getIdentifier(): get (V)  | identifier (N) 
NAME:AuthorManager static AuthorManager getInstance(): get (V)  | instance (N) 
NAME:AuthorManager static String getID(String sName): get (V)  | ID (N) 
NAME:AuthorManager static Vector<String> getAuthorsList(): get (V)  | authors (NM) list (N) 
NAME:AuthorNode Author getAuthor(): get (V)  | author (N) 
NAME:Bookmarks ArrayList getFiles(): get (V)  | files (N) 
NAME:Bookmarks static Bookmarks getInstance(): get (V)  | instance (N) 
NAME:Bookmarks void addFile(File file): add (V)  | file (N) 
NAME:Bookmarks void addFile(int index, File file): add (V)  | file (N) 
NAME:Bookmarks void addFiles(List<File> alFilesToAdd): add (V)  | files (N) 
NAME:ButtonRenderer Component getTableCellRendererComponent(JTable arg0, Object arg1, boolean arg2, boolean arg3, int arg4, int arg5): get (V)  | table (NM) cell (NM) renderer (NM) component (N) 
NAME:CDDBTableModel void populateModel(FreedbReadResult fdbReader): populate (V)  | model (N) 
NAME:CDDBTableModel void populateModel(String sProperty, String sPattern): populate (V)  | model (N) 
NAME:CDDBTrack float getPreciseLength(): get (V)  | precise (NM) length (N) 
NAME:CDDBTrack int getLength(): get (V)  | length (N) 
NAME:CDDBWizard CDDBTableModel populateModel(): populate (V)  | model (N) 
NAME:CDDBWizard JajukTable populateTable(): populate (V)  | table (N) 
NAME:CDDBWizard int performQuery(ArrayList<CDDBTrack> alItems): perform (V)  | query (N) 
NAME:CDDBWizard void retagFiles(): retag (V)  | files (N) 
NAME:CDScanView String getDesc(): get (V)  | desc (N) 
NAME:CDScanView static CDScanView getInstance(): get (V)  | instance (N) 
NAME:CDScanView void initUI(): init (V)  | UI (N) 
NAME:CatalogItem Album getAlbum(): get (V)  | album (N) 
NAME:CatalogItem File getCoverFile(): get (V)  | cover (NM) file (N) 
NAME:CatalogItem void setIcon(ImageIcon icon): set (V)  | icon (N) 
NAME:CatalogPerspective Set<IView> getViews(): get (V)  | views (N) 
NAME:CatalogPerspective String getDesc(): get (V)  | desc (N) 
NAME:CatalogView Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:CatalogView String getDesc(): get (V)  | desc (N) 
NAME:CatalogView int getSelectedSize(): get (V)  | selected (NM) size (N) 
NAME:CatalogView void cleanThumbs(String size): clean (V)  | thumbs (N) 
NAME:CatalogView void initUI(): init (V)  | UI (N) 
NAME:CatalogView void populateCatalog(): populate (V)  | catalog (N) 
NAME:ChangePanel String getDescription(): get (V)  | description (N) 
NAME:ChangePanel String getName(): get (V)  | name (N) 
NAME:ChangePanel void initUI(): init (V)  | UI (N) 
NAME:Collection HashMap<String,String> getHmWrongRightFileID(): get (V)  | hm (NM) wrong (NM) right (NM) file (NM) ID (N) 
NAME:Collection static Collection getInstance(): get (V)  | instance (N) 
NAME:CommandJPanel Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:CommandJPanel int getCurrentPosition(): get (V)  | current (NM) position (N) 
NAME:CommandJPanel int getCurrentVolume(): get (V)  | current (NM) volume (N) 
NAME:CommandJPanel static CommandJPanel getInstance(): get (V)  | instance (N) 
NAME:CommandJPanel void initUI(): init (V)  | UI (N) 
NAME:CommandJPanel void populateAmbiences(): populate (V)  | ambiences (N) 
NAME:CommandJPanel void populateDJs(): populate (V)  | D (NM) js (N) 
NAME:CommandJPanel void setPosition(float fPosition): set (V)  | position (N) 
NAME:CommandJPanel void setVolume(float fVolume): set (V)  | volume (N) 
NAME:CommandJPanel void updateTooltips(): update (V)  | tooltips (N) 
NAME:Component getTreeCellRendererComponent(JTree tree, Object value, boolean sel, boolean expanded, boolean leaf, int row, boolean hasFocus): get (V)  | tree (NM) cell (NM) renderer (NM) component (N) 
NAME:Component getTreeCellRendererComponent(JTree tree, Object value, boolean sel, boolean expanded, boolean leaf, int row, boolean hasFocus): get (V)  | tree (NM) cell (NM) renderer (NM) component (N) 
NAME:ConfigurationManager static ConfigurationManager getInstance(): get (V)  | instance (N) 
NAME:ConfigurationManager static Properties getProperties(): get (V)  | properties (N) 
NAME:ConfigurationManager static String getProperty(String pName): get (V)  | property (N) 
NAME:ConfigurationManager static float getFloat(String pName): get (V)  | float (N) 
NAME:ConfigurationManager static int getInt(String pName): get (V)  | int (N) 
NAME:ConfigurationManager static void removeProperty(String sKey): remove (V)  | property (N) 
NAME:ConfigurationManager static void setDefaultProperties(): set (V)  | default (NM) properties (N) 
NAME:ConfigurationManager static void setProperty(String sName, String sValue): set (V)  | property (N) 
NAME:ConfigurationManager void setSystemLocal(): set (V)  | system (NM) local (N) 
NAME:ConfigurationPerspective Set<IView> getViews(): get (V)  | views (N) 
NAME:ConfigurationPerspective String getDesc(): get (V)  | desc (N) 
NAME:ConfirmDialog int getResu(): get (V)  | resu (N) 
NAME:Cover File getFile(): get (V)  | file (N) 
NAME:Cover ImageIcon getImage(): get (V)  | image (N) 
NAME:Cover String getSize(): get (V)  | size (N) 
NAME:Cover URL getURL(): get (V)  | URL (N) 
NAME:Cover int getType(): get (V)  | type (N) 
NAME:Cover int hashCode(): hash (V)  | code (N) 
NAME:CoverSelectionWizard void displayCurrentCover(): display (V)  | current (NM) cover (N) 
NAME:CoverView Object prepareDisplay(int index): prepare (V)  | display (N) 
NAME:CoverView Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:CoverView String createQuery(File file): create (V)  | query (N) 
NAME:CoverView String getCoverID(): get (V)  | cover (NM) ID (N) 
NAME:CoverView String getDesc(): get (V)  | desc (N) 
NAME:CoverView int getCoverNumber(): get (V)  | cover (NM) number (N) 
NAME:CoverView void displayCover(int index): display (V)  | cover (N) 
NAME:CoverView void displayCurrentCover(): display (V)  | current (NM) cover (N) 
NAME:CoverView void initUI(): init (V)  | UI (N) 
NAME:CoverView void refreshThumbs(Cover cover): refresh (V)  | thumbs (N) 
NAME:CoverView void setFoundText(): set (V)  | found (NM) text (N) 
NAME:CoverView void setFoundText(String sFound): set (V)  | found (NM) text (N) 
NAME:CoverView void setSizeText(String sSize): set (V)  | size (NM) text (N) 
NAME:CustomPropertyWizard ItemManager getItemManager(): get (V)  | item (NM) manager (N) 
NAME:Device ArrayList getDirectories(): get (V)  | directories (N) 
NAME:Device ArrayList<org.jajuk.base.File> getFilesRecursively(): get (V)  | files (NM) recursively (N) 
NAME:Device File getFio(): get (V)  | fio (N) 
NAME:Device String getDesc(): get (V)  | desc (N) 
NAME:Device String getDeviceTypeS(): get (V)  | device (NM) type (NM) S (N) 
NAME:Device String getHumanValue(String sKey): get (V)  | human (NM) value (N) 
NAME:Device String getIdentifier(): get (V)  | identifier (N) 
NAME:Device String getMountPoint(): get (V)  | mount (NM) point (N) 
NAME:Device String getUrl(): get (V)  | url (N) 
NAME:Device int hashCode(): hash (V)  | code (N) 
NAME:Device int synchronizeUnidirectonal(Device dSrc, Device dest): synchronize (V)  | unidirectonal (N) 
NAME:Device long getDateLastRefresh(): get (V)  | date (NM) last (DT) refresh (N) 
NAME:Device long getType(): get (V)  | type (N) 
NAME:Device void addDirectory(Directory directory): add (V)  | directory (N) 
NAME:Device void populateProperties(Attributes attributes): populate (V)  | properties (N) 
NAME:Device void setUrl(String url): set (V)  | url (N) 
NAME:Device void synchronizeCommand(): synchronize (V)  | command (N) 
NAME:DeviceItem Device getDevice(): get (V)  | device (N) 
NAME:DeviceItem void setDevice(Device device): set (V)  | device (N) 
NAME:DeviceManager Device registerDevice(String sId, String sName, long lDeviceType, String sUrl): register (V)  | device (N) 
NAME:DeviceManager Device registerDevice(String sName, long lDeviceType, String sUrl): register (V)  | device (N) 
NAME:DeviceManager Iterator getDeviceTypes(): get (V)  | device (NM) types (N) 
NAME:DeviceManager Set<Device> getDevices(): get (V)  | devices (N) 
NAME:DeviceManager String checkDeviceAvailablity(String sName, int iDeviceType, String sUrl, String sMountPoint, boolean bNew): check (V)  | device (NM) availablity (N) 
NAME:DeviceManager String getDeviceType(long index): get (V)  | device (NM) type (N) 
NAME:DeviceManager String getIdentifier(): get (V)  | identifier (N) 
NAME:DeviceManager int getDeviceTypesNumber(): get (V)  | device (NM) types (NM) number (N) 
NAME:DeviceManager long getDateLastGlobalRefresh(): get (V)  | date (NM) last (DT) global (NM) refresh (N) 
NAME:DeviceManager static DeviceManager getInstance(): get (V)  | instance (N) 
NAME:DeviceManager static String getID(String sName): get (V)  | ID (N) 
NAME:DeviceManager void cleanAllDevices(): clean (V)  | all (DT) devices (N) 
NAME:DeviceManager void refreshAllDevices(): refresh (V)  | all (DT) devices (N) 
NAME:DeviceManager void registerDeviceType(String sDeviceType): register (V)  | device (NM) type (N) 
NAME:DeviceManager void removeDevice(Device device): remove (V)  | device (N) 
NAME:DeviceNode Device getDevice(): get (V)  | device (N) 
NAME:DeviceNode static DeviceNode getDeviceNode(Device device): get (V)  | device (NM) node (N) 
NAME:DeviceView Component getComponent(): get (V)  | component (N) 
NAME:DeviceView Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:DeviceView String getDesc(): get (V)  | desc (N) 
NAME:DeviceView static DeviceView getInstance(): get (V)  | instance (N) 
NAME:DeviceView void initUI(): init (V)  | UI (N) 
NAME:DeviceView void refreshDevices(): refresh (V)  | devices (N) 
NAME:DeviceView void selectItem(MouseEvent e): select (V)  | item (N) 
NAME:DeviceView void setVisible(boolean pVisible): set (V)  | visible (N) 
NAME:DeviceWizard void updateWidgets(Device device): update (V)  | widgets (N) 
NAME:DeviceWizard void updateWidgetsDefault(): update (V)  | widgets (NM) default (N) 
NAME:DigitalDJ List<File> generatePlaylist(): generate (V)  | playlist (N) 
NAME:DigitalDJ String getID(): get (V)  | ID (N) 
NAME:DigitalDJ String getName(): get (V)  | name (N) 
NAME:DigitalDJ int getFadingDuration(): get (V)  | fading (NM) duration (N) 
NAME:DigitalDJ int getRatingLevel(): get (V)  | rating (NM) level (N) 
NAME:DigitalDJ void setFadingDuration(int fadingDuration): set (V)  | fading (NM) duration (N) 
NAME:DigitalDJ void setName(String name): set (V)  | name (N) 
NAME:DigitalDJ void setRatingLevel(int ratingFloor): set (V)  | rating (NM) level (N) 
NAME:DigitalDJ void setTrackUnicity(boolean trackUnicity): set (V)  | track (NM) unicity (N) 
NAME:DigitalDJFactory DigitalDJ getDJ(File file): get (V)  | DJ (N) 
NAME:DigitalDJFactory static DigitalDJFactory getFactory(File file): get (V)  | factory (N) 
NAME:DigitalDJFactoryAmbienceImpl DigitalDJ getDJ(File file): get (V)  | DJ (N) 
NAME:DigitalDJFactoryProportionImpl DigitalDJ getDJ(File file): get (V)  | DJ (N) 
NAME:DigitalDJFactoryTransitionImpl DigitalDJ getDJ(File file): get (V)  | DJ (N) 
NAME:DigitalDJManager Collection<DigitalDJ> getDJs(): get (V)  | D (NM) js (N) 
NAME:DigitalDJManager Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:DigitalDJManager Set<String> getDJNames(): get (V)  | DJ (NM) names (N) 
NAME:DigitalDJManager static DigitalDJManager getInstance(): get (V)  | instance (N) 
NAME:DigitalDJManager void loadAllDJs(): load (V)  | all (DT) D (NM) js (N) 
NAME:DigitalDJWizard Class getNextScreen(Class screen): get (V)  | next (DT) screen (N) 
NAME:DigitalDJWizard Class getPreviousScreen(Class screen): get (V)  | previous (NM) screen (N) 
NAME:DigitalDJWizard static int getWidgetIndex(JComponent widgets, JComponent widget): get (V)  | widget (NM) index (N) 
NAME:Directory ArrayList<org.jajuk.base.File> getFilesRecursively(): get (V)  | files (NM) recursively (N) 
NAME:Directory Device getDevice(): get (V)  | device (N) 
NAME:Directory Directory getParentDirectory(): get (V)  | parent (NM) directory (N) 
NAME:Directory File getFio(): get (V)  | fio (N) 
NAME:Directory Set<Directory> getDirectories(): get (V)  | directories (N) 
NAME:Directory Set<PlaylistFile> getPlaylistFiles(): get (V)  | playlist (NM) files (N) 
NAME:Directory Set<org.jajuk.base.File> getFiles(): get (V)  | files (N) 
NAME:Directory String getAbsolutePath(): get (V)  | absolute (NM) path (N) 
NAME:Directory String getDesc(): get (V)  | desc (N) 
NAME:Directory String getHumanValue(String sKey): get (V)  | human (NM) value (N) 
NAME:Directory String getIdentifier(): get (V)  | identifier (N) 
NAME:Directory String getRelativePath(): get (V)  | relative (NM) path (N) 
NAME:Directory int hashCode(): hash (V)  | code (N) 
NAME:Directory void addDirectory(Directory directory): add (V)  | directory (N) 
NAME:Directory void addFile(File file): add (V)  | file (N) 
NAME:Directory void addPlaylistFile(PlaylistFile plf): add (V)  | playlist (NM) file (N) 
NAME:Directory void changeFile(File fileOld, File fileNew): change (V)  | file (N) 
NAME:Directory void changePlaylistFile(PlaylistFile plfOld, PlaylistFile plfNew): change (V)  | playlist (NM) file (N) 
NAME:Directory void removeDirectory(Directory directory): remove (V)  | directory (N) 
NAME:Directory void removeFile(File file): remove (V)  | file (N) 
NAME:Directory void removePlaylistFile(PlaylistFile plf): remove (V)  | playlist (NM) file (N) 
NAME:DirectoryFilter static DirectoryFilter getInstance(): get (V)  | instance (N) 
NAME:DirectoryManager Directory registerDirectory(Device device): register (V)  | directory (N) 
NAME:DirectoryManager Directory registerDirectory(String sId, String sName, Directory dParent, Device device): register (V)  | directory (N) 
NAME:DirectoryManager Directory registerDirectory(String sName, Directory dParent, Device device): register (V)  | directory (N) 
NAME:DirectoryManager Set<Directory> getDirectories(): get (V)  | directories (N) 
NAME:DirectoryManager String getIdentifier(): get (V)  | identifier (N) 
NAME:DirectoryManager static DirectoryManager getInstance(): get (V)  | instance (N) 
NAME:DirectoryManager static String getID(String sName, Device device, Directory dParent): get (V)  | ID (N) 
NAME:DirectoryManager void cleanDevice(String sId): clean (V)  | device (N) 
NAME:DirectoryManager void removeDirectory(String sId): remove (V)  | directory (N) 
NAME:DirectoryNode Directory getDirectory(): get (V)  | directory (N) 
NAME:DirectoryNode static DirectoryNode getDirectoryNode(Directory directory): get (V)  | directory (NM) node (N) 
NAME:DownloadManager static ArrayList<URL> getRemoteCoversList(String search): get (V)  | remote (NM) covers (NM) list (N) 
NAME:DownloadManager static HostConfiguration getHostConfiguration(String sHostname, String sProxyURL, int iProxyPort): get (V)  | host (NM) configuration (N) 
NAME:DownloadManager static HttpClient getHTTPClient(String sProxyUser, String sProxyPassswd, int iConTimeout, int iDataTimeout): get (V)  | HTTP (NM) client (N) 
NAME:DownloadManager static HttpClient getHTTPClient(int iConTimeout, int iDataTimeout): get (V)  | HTTP (NM) client (N) 
NAME:DownloadManager static String getProxyPwd(): get (V)  | proxy (NM) pwd (N) 
NAME:DownloadManager static byte downloadCover(URL url): download (V)  | cover (N) 
NAME:DownloadManager static byte downloadCoverList(URL url): download (V)  | cover (NM) list (N) 
NAME:DownloadManager static byte downloadUrl(URL url): download (V)  | url (N) 
NAME:DownloadManager static void setDefaultProxySettings(): set (V)  | default (NM) proxy (NM) settings (N) 
NAME:DropDownButton JPopupMenu getPopupMenu(): get (V)  | popup (NM) menu (N) 
NAME:DropDownButton void popupMenuWillBecomeInvisible(PopupMenuEvent e): popup (V)  | menu (NM) will (NM) become (NM) invisible (N) 
NAME:DropDownButton void popupMenuWillBecomeVisible(PopupMenuEvent e): popup (V)  | menu (NM) will (NM) become (NM) visible (N) 
NAME:EntaggedTagImpl String getAlbumName(): get (V)  | album (NM) name (N) 
NAME:EntaggedTagImpl String getAuthorName(): get (V)  | author (NM) name (N) 
NAME:EntaggedTagImpl String getComment(): get (V)  | comment (N) 
NAME:EntaggedTagImpl String getStyleName(): get (V)  | style (NM) name (N) 
NAME:EntaggedTagImpl String getTagItem(String sTagItem): get (V)  | tag (NM) item (N) 
NAME:EntaggedTagImpl String getTrackName(): get (V)  | track (NM) name (N) 
NAME:EntaggedTagImpl long getLength(): get (V)  | length (N) 
NAME:EntaggedTagImpl long getOrder(): get (V)  | order (N) 
NAME:EntaggedTagImpl long getQuality(): get (V)  | quality (N) 
NAME:EntaggedTagImpl long getYear(): get (V)  | year (N) 
NAME:EntaggedTagImpl void setAlbumName(String sAlbumName): set (V)  | album (NM) name (N) 
NAME:EntaggedTagImpl void setAuthorName(String sAuthorName): set (V)  | author (NM) name (N) 
NAME:EntaggedTagImpl void setComment(String sComment): set (V)  | comment (N) 
NAME:EntaggedTagImpl void setFile(File fio): set (V)  | file (N) 
NAME:EntaggedTagImpl void setOrder(long lOrder): set (V)  | order (N) 
NAME:EntaggedTagImpl void setStyleName(String style): set (V)  | style (NM) name (N) 
NAME:EntaggedTagImpl void setTagItem(String sTagItem, String sValue): set (V)  | tag (NM) item (N) 
NAME:EntaggedTagImpl void setTrackName(String sTrackName): set (V)  | track (NM) name (N) 
NAME:EntaggedTagImpl void setYear(long lYear): set (V)  | year (N) 
NAME:Event EventSubject getSubject(): get (V)  | subject (N) 
NAME:Event Properties getDetails(): get (V)  | details (N) 
NAME:ExportFileFilter String getDescription(): get (V)  | description (N) 
NAME:ExportFileFilter String getExtension(): get (V)  | extension (N) 
NAME:FIFO ArrayList<StackItem> getFIFO(): get (V)  | FIFO (N) 
NAME:FIFO File getCurrentFile(): get (V)  | current (NM) file (N) 
NAME:FIFO StackItem getCurrentItem(): get (V)  | current (NM) item (N) 
NAME:FIFO StackItem getItem(int index): get (V)  | item (N) 
NAME:FIFO StackItem getLast(): get (V)  | last (DT) 
NAME:FIFO int addPrevious(): add (V)  | previous (N) 
NAME:FIFO int getIndex(): get (V)  | index (N) 
NAME:FIFO int getLastRepeatedItem(): get (V)  | last (DT) repeated (NM) item (N) 
NAME:FIFO static FIFO getInstance(): get (V)  | instance (N) 
NAME:FIFO static void setFirstFile(boolean bFirstFile): set (V) first (VM)  | file (N) 
NAME:FIFO void cleanDevice(Device device): clean (V)  | device (N) 
NAME:FIFO void playNext(): play (V)  | next (DT) 
NAME:FIFO void playNextAlbum(): play (V)  | next (DT) album (N) 
NAME:FIFO void playPrevious(): play (V)  | previous (N) 
NAME:FIFO void playPreviousAlbum(): play (V)  | previous (NM) album (N) 
NAME:FIFO void pushCommand(List<StackItem> alItems, boolean bAppend): push (V)  | command (N) 
NAME:FIFO void pushCommand(StackItem item, boolean bAppend): push (V)  | command (N) 
NAME:FIFO void setIndex(int index): set (V)  | index (N) 
NAME:FIFO void setPlaylist(PlaylistFile playlist): set (V)  | playlist (N) 
NAME:FIFO void stopRequest(): stop (V)  | request (N) 
NAME:File Device getDevice(): get (V)  | device (N) 
NAME:File Directory getDirectory(): get (V)  | directory (N) 
NAME:File File getIO(): get (V)  | IO (N) 
NAME:File String getAbsolutePath(): get (V)  | absolute (NM) path (N) 
NAME:File String getAny(): get (V)  | any (DT) 
NAME:File String getDesc(): get (V)  | desc (N) 
NAME:File String getHumanValue(String sKey): get (V)  | human (NM) value (N) 
NAME:File String getIdentifier(): get (V)  | identifier (N) 
NAME:File Track getTrack(): get (V)  | track (N) 
NAME:File Type getType(): get (V)  | type (N) 
NAME:File int hashCode(): hash (V)  | code (N) 
NAME:File long getQuality(): get (V)  | quality (N) 
NAME:File long getSize(): get (V)  | size (N) 
NAME:File void setTrack(Track track): set (V)  | track (N) 
NAME:FileManager ArrayList<File> getGlobalBestofPlaylist(): get (V)  | global (NM) bestof (NM) playlist (N) 
NAME:FileManager ArrayList<File> getGlobalNoveltiesPlaylist(boolean bHideUnmounted): get (V)  | global (NM) novelties (NM) playlist (N) 
NAME:FileManager ArrayList<org.jajuk.base.File> getGlobalNoveltiesPlaylist(): get (V)  | global (NM) novelties (NM) playlist (N) 
NAME:FileManager File changeFileDirectory(File old, Directory newDir): change (V)  | file (NM) directory (N) 
NAME:FileManager File changeFileName(File fileOld, String sNewName): change (V)  | file (NM) name (N) 
NAME:FileManager File getNextFile(File file): get (V)  | next (DT) file (N) 
NAME:FileManager File getNoveltyFile(): get (V)  | novelty (NM) file (N) 
NAME:FileManager File getPreviousFile(File file): get (V)  | previous (NM) file (N) 
NAME:FileManager File getShuffleFile(): get (V)  | shuffle (NM) file (N) 
NAME:FileManager File registerFile(String sId, String sName, Directory directory, Track track, long lSize, long lQuality): register (V)  | file (N) 
NAME:FileManager List<File> getGlobalShufflePlaylist(): get (V)  | global (NM) shuffle (NM) playlist (N) 
NAME:FileManager List<File> getReadyFiles(): get (V)  | ready (NM) files (N) 
NAME:FileManager List<File> getShuffleNoveltiesPlaylist(): get (V)  | shuffle (NM) novelties (NM) playlist (N) 
NAME:FileManager Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:FileManager Set<File> getAllDirectory(File file): get (V)  | all (DT) directory (N) 
NAME:FileManager Set<File> getFiles(): get (V)  | files (N) 
NAME:FileManager String getIdentifier(): get (V)  | identifier (N) 
NAME:FileManager static FileManager getInstance(): get (V)  | instance (N) 
NAME:FileManager static String getID(String sName, Directory dir): get (V)  | ID (N) 
NAME:FileManager void cleanDevice(String sId): clean (V)  | device (N) 
NAME:FileManager void removeFile(File file): remove (V)  | file (N) 
NAME:FileNode File getFile(): get (V)  | file (N) 
NAME:FilesTableModel void populateModel(String sPropertyName, String sPattern): populate (V)  | model (N) 
NAME:Filter PropertyMetaInformation getProperty(): get (V)  | property (N) 
NAME:Filter String getValue(): get (V)  | value (N) 
NAME:FlowScrollPanel Dimension getPreferredScrollableViewportSize(): get (V)  | preferred (NM) scrollable (NM) viewport (NM) size (N) 
NAME:FlowScrollPanel Dimension getPreferredSize(): get (V)  | preferred (NM) size (N) 
NAME:FlowScrollPanel int getScrollableBlockIncrement(Rectangle visibleRect, int orientation, int direction): get (V)  | scrollable (NM) block (NM) increment (N) 
